preceding_group,letter,percent
lom,é,0.1851851851851852
lom,n,0.07407407407407407
lom,è,0.07407407407407407
lom,o,0.037037037037037035
glo,b,0.2727272727272727
glo,r,0.15151515151515152
glo,m,0.12121212121212122
glo,p,0.12121212121212122
glo,s,0.12121212121212122
glo,t,0.09090909090909091
glo,u,0.09090909090909091
glo,i,0.030303030303030304
ggl,o,1.0
agg,r,0.5714285714285715
agg,l,0.42857142857142855
ava,n,0.3
ava,i,0.19
ava,l,0.19
ava,t,0.1
ava,r,0.08
ava,g,0.07
ava,u,0.03
ava,b,0.01
ava,c,0.01
ava,m,0.01
ava,s,0.01
rav,a,0.3734939759036145
rav,e,0.2891566265060241
rav,i,0.24096385542168675
rav,é,0.04819277108433735
rav,o,0.024096385542168676
rav,d,0.012048192771084338
rav,u,0.012048192771084338
gra,p,0.27218934911242604
gra,n,0.16568047337278105
gra,t,0.15384615384615385
gra,m,0.09467455621301775
gra,v,0.08875739644970414
gra,d,0.0650887573964497
gra,i,0.05917159763313609
gra,f,0.023668639053254437
gra,l,0.023668639053254437
gra,s,0.023668639053254437
gra,c,0.01775147928994083
gra,h,0.005917159763313609
gra,r,0.005917159763313609
ggr,a,1.0
avé,e,0.5
avé,r,0.5
ave,r,0.3717948717948718
ave,n,0.16666666666666669
ave,u,0.15384615384615385
ave,l,0.08974358974358974
ave,s,0.07692307692307693
ave,t,0.06410256410256411
ave,m,0.025641025641025644
ave,z,0.025641025641025644
ave,-,0.012820512820512822
ave,c,0.012820512820512822
gil,e,0.5333333333333333
gil,a,0.2
gil,i,0.13333333333333333
gil,b,0.06666666666666667
gil,l,0.06666666666666667
aît,r,0.9565217391304348
aît,e,0.043478260869565216
maî,t,1.0
 ma,t,0.28571428571428575
 ma,g,0.14285714285714288
 ma,i,0.14285714285714288
 ma,r,0.14285714285714288
 ma,s,0.14285714285714288
 ma,î,0.14285714285714288
n m,a,1.0
en ,b,0.3
en ,c,0.1
en ,f,0.1
en ,h,0.1
en ,m,0.1
en ,p,0.1
en ,t,0.1
en ,â,0.1
 en, ,0.8333333333333333
 en,v,0.16666666666666669
r e,n,1.0
ir ,d,0.5
ir ,e,0.25
ir ,p,0.25
gir,o,0.5
gir,a,0.25
gir, ,0.125
gir,e,0.125
ssa,n,0.4302325581395349
ssa,i,0.22674418604651161
ssa,g,0.08720930232558138
ssa,b,0.05813953488372093
ssa,s,0.05232558139534884
ssa,d,0.03488372093023256
ssa,y,0.029069767441860465
ssa,u,0.023255813953488372
ssa,c,0.01744186046511628
ssa,r,0.01744186046511628
ssa,t,0.01744186046511628
ssa,l,0.005813953488372093
gis,t,0.5319148936170213
gis,s,0.2127659574468085
gis,l,0.14893617021276595
gis,c,0.0425531914893617
gis,e,0.0425531914893617
gis,m,0.02127659574468085
ita,i,0.28658536585365857
ita,t,0.22560975609756098
ita,n,0.17073170731707318
ita,l,0.14024390243902438
ita,b,0.09146341463414634
ita,r,0.03658536585365854
ita,d,0.01829268292682927
ita,u,0.012195121951219513
ita,e,0.006097560975609756
ita,g,0.006097560975609756
ita,m,0.006097560975609756
git,i,0.34782608695652173
git,e,0.2608695652173913
git,a,0.21739130434782608
git,é,0.08695652173913043
git,t,0.043478260869565216
git,u,0.043478260869565216
nea,u,1.0
ele,r,0.4901960784313726
ele,t,0.2549019607843137
ele,v,0.11764705882352942
ele,n,0.0392156862745098
ele,b,0.0196078431372549
ele,i,0.0196078431372549
ele,m,0.0196078431372549
ele,s,0.0196078431372549
ele,y,0.0196078431372549
nel,l,0.7551020408163265
nel,s,0.20408163265306123
nel,e,0.020408163265306124
nel,é,0.020408163265306124
gnè,s,1.0
nos,t,0.7692307692307692
nos, ,0.07692307692307693
nos,c,0.07692307692307693
nos,e,0.07692307692307693
gno,n,0.32352941176470584
gno,r,0.2058823529411765
gno,l,0.17647058823529413
gno,s,0.08823529411764706
gno,b,0.05882352941176471
gno,i,0.05882352941176471
gno,m,0.05882352941176471
gno,t,0.029411764705882356
 de, ,0.9344262295081966
 de,s,0.03278688524590164
 de,i,0.01639344262295082
 de,n,0.01639344262295082
s d,e,0.75
s d,',0.125
s d,i,0.125
us ,b,0.25
us ,c,0.25
us ,d,0.25
us ,e,0.25
nus,c,0.6666666666666667
nus, ,0.16666666666666669
nus,a,0.16666666666666669
gnu,r,0.6666666666666667
gnu,s,0.33333333333333337
gon,i,0.3181818181818182
gon,e,0.13636363636363635
gon,f,0.13636363636363635
gon,a,0.09090909090909091
gon,d,0.09090909090909091
gon,-,0.045454545454545456
gon,c,0.045454545454545456
gon,n,0.045454545454545456
gon,s,0.045454545454545456
gon,z,0.045454545454545456
ago,n,0.5384615384615384
ago,g,0.23076923076923075
ago,u,0.11538461538461538
ago,t,0.07692307692307693
ago,r,0.038461538461538464
raf,f,0.33333333333333337
raf,i,0.19047619047619047
raf,e,0.14285714285714288
raf,a,0.09523809523809523
raf,l,0.09523809523809523
raf,o,0.047619047619047616
raf,r,0.047619047619047616
raf,s,0.047619047619047616
agr,a,0.23255813953488372
agr,i,0.23255813953488372
agr,é,0.23255813953488372
agr,e,0.18604651162790697
agr,o,0.11627906976744186
ndi,c,0.2
ndi,s,0.15862068965517243
ndi,q,0.09655172413793103
ndi,e,0.08275862068965517
ndi,r,0.07586206896551724
ndi,v,0.07586206896551724
ndi,t,0.06896551724137931
ndi,g,0.055172413793103454
ndi,a,0.04827586206896552
ndi,d,0.04827586206896552
ndi,f,0.034482758620689655
ndi,n,0.027586206896551727
ndi,b,0.006896551724137932
ndi,l,0.006896551724137932
ndi,m,0.006896551724137932
ndi,o,0.006896551724137932
rar,i,0.411764705882353
rar,e,0.23529411764705885
rar,c,0.17647058823529413
rar,é,0.11764705882352942
rar,d,0.05882352941176471
éab,l,1.0
réa,l,0.42857142857142855
réa,t,0.17142857142857143
réa,c,0.1
réa,n,0.08571428571428572
réa,g,0.05714285714285714
réa,b,0.04285714285714286
réa,f,0.04285714285714286
réa,m,0.02857142857142857
réa,d,0.014285714285714285
réa,j,0.014285714285714285
réa,v,0.014285714285714285
gré,e,0.17391304347826086
gré,g,0.17391304347826086
gré,s,0.17391304347826086
gré,a,0.13043478260869565
gré,m,0.13043478260869565
gré,v,0.08695652173913043
gré, ,0.043478260869565216
gré,c,0.043478260869565216
gré,d,0.043478260869565216
rée,s,0.5833333333333334
rée,l,0.16666666666666669
rée,n,0.1111111111111111
rée,r,0.1111111111111111
rée,m,0.027777777777777776
éga,l,0.38028169014084506
éga,t,0.2535211267605634
éga,u,0.09859154929577464
éga,g,0.08450704225352113
éga,r,0.07042253521126761
éga,n,0.05633802816901408
éga,y,0.02816901408450704
éga,i,0.01408450704225352
éga,m,0.01408450704225352
éme,n,0.7397260273972602
éme,r,0.1095890410958904
éme,t,0.0958904109589041
éme,s,0.0273972602739726
éme,u,0.0273972602739726
rém,e,0.3170731707317073
rém,i,0.17073170731707318
rém,a,0.14634146341463417
rém,u,0.14634146341463417
rém,o,0.12195121951219512
rém,é,0.07317073170731708
rém,y,0.024390243902439025
seu,r,0.639344262295082
seu,x,0.14754098360655737
seu,l,0.08196721311475409
seu,s,0.06557377049180328
seu,d,0.03278688524590164
seu,i,0.03278688524590164
gre,s,0.3857142857142857
gre,n,0.17142857142857143
gre,t,0.14285714285714288
gre,r,0.08571428571428572
gre,c,0.05714285714285714
gre,f,0.05714285714285714
gre,e,0.02857142857142857
gre,u,0.02857142857142857
gre,b,0.014285714285714285
gre,l,0.014285714285714285
gre,m,0.014285714285714285
gri,s,0.23529411764705885
gri,l,0.1372549019607843
gri,n,0.1372549019607843
gri,c,0.09803921568627452
gri,f,0.09803921568627452
gri,m,0.05882352941176471
gri,p,0.05882352941176471
gri,b,0.0392156862745098
gri,e,0.0392156862745098
gri,r,0.0392156862745098
gri,t,0.0196078431372549
gri,v,0.0196078431372549
gri,è,0.0196078431372549
tur,e,0.6851851851851852
tur,a,0.06172839506172839
tur,b,0.05555555555555555
tur,i,0.05555555555555555
tur,é,0.05555555555555555
tur,n,0.024691358024691357
tur,c,0.018518518518518517
tur,g,0.012345679012345678
tur,q,0.012345679012345678
tur,o,0.006172839506172839
tur,p,0.006172839506172839
tur,s,0.006172839506172839
ltu,r,1.0
ipp,e,0.5
ipp,o,0.42857142857142855
ipp,i,0.07142857142857144
rip,t,0.33333333333333337
rip,o,0.18181818181818182
rip,h,0.09090909090909091
rip,l,0.09090909090909091
rip,p,0.09090909090909091
rip,a,0.06060606060606061
rip,e,0.06060606060606061
rip,é,0.06060606060606061
rip,i,0.030303030303030304
nta,i,0.24778761061946902
nta,l,0.20353982300884954
nta,t,0.15044247787610618
nta,n,0.11504424778761062
nta,g,0.084070796460177
nta,r,0.04424778761061947
nta,c,0.035398230088495575
nta,m,0.035398230088495575
nta,b,0.030973451327433628
nta,u,0.02654867256637168
nta,s,0.022123893805309734
nta,d,0.004424778761061947
ime,n,0.5288461538461539
ime,r,0.25
ime,s,0.11538461538461538
ime,u,0.05769230769230769
ime,m,0.028846153846153844
ime,t,0.019230769230769232
oal,i,1.0
roa,l,0.6666666666666667
roa,d,0.33333333333333337
gro,u,0.36170212765957444
gro,s,0.3191489361702128
gro,n,0.10638297872340426
gro,i,0.06382978723404255
gro,a,0.0425531914893617
gro,m,0.0425531914893617
gro,t,0.0425531914893617
gro,g,0.02127659574468085
nom,i,0.41666666666666663
nom,m,0.18055555555555558
nom,b,0.1527777777777778
nom,e,0.1111111111111111
nom,a,0.09722222222222221
nom,è,0.027777777777777776
nom,s,0.013888888888888888
ono,m,0.4444444444444444
ono,r,0.2222222222222222
ono,n,0.12698412698412698
ono,l,0.047619047619047616
ono,s,0.047619047619047616
ono,p,0.031746031746031744
ono,t,0.031746031746031744
ono,-,0.015873015873015872
ono,b,0.015873015873015872
ono,g,0.015873015873015872
uer,a,0.3103448275862069
uer,r,0.24137931034482757
uer,e,0.13793103448275862
uer,i,0.13793103448275862
uer,o,0.13793103448275862
uer, ,0.034482758620689655
gue,r,0.36666666666666664
gue,s,0.2
gue,u,0.17777777777777778
gue,t,0.1
gue,n,0.044444444444444446
gue, ,0.022222222222222223
gue,i,0.022222222222222223
gue,m,0.022222222222222223
gue,-,0.011111111111111112
gue,d,0.011111111111111112
gue,l,0.011111111111111112
gue,z,0.011111111111111112
agu,e,0.6923076923076923
agu,a,0.11538461538461538
agu,c,0.038461538461538464
agu,i,0.038461538461538464
agu,l,0.038461538461538464
agu,n,0.038461538461538464
agu,è,0.038461538461538464
rri,t,0.14814814814814814
rri,è,0.13580246913580246
rri,v,0.13580246913580246
rri,e,0.1111111111111111
rri,s,0.08641975308641975
rri,c,0.06172839506172839
rri,g,0.06172839506172839
rri,r,0.06172839506172839
rri,b,0.04938271604938271
rri,n,0.037037037037037035
rri,é,0.024691358024691357
rri,d,0.024691358024691357
rri,a,0.012345679012345678
rri,q,0.012345679012345678
rri,p,0.012345679012345678
rri,m,0.012345679012345678
rri,o,0.012345679012345678
hme,d,0.33333333333333337
hme,r,0.33333333333333337
hme,s,0.33333333333333337
ahm,e,1.0
ah,m,1.0
ida,t,0.35
ida,i,0.3
ida,n,0.15
ida,r,0.15
ida,b,0.05
aid,e,0.6190476190476191
aid,é,0.14285714285714288
aid,o,0.09523809523809523
aid,a,0.047619047619047616
aid,i,0.047619047619047616
aid,s,0.047619047619047616
ai,g,0.2380952380952381
ai,m,0.1746031746031746
ai,d,0.14285714285714288
ai,s,0.14285714285714288
ai,l,0.12698412698412698
ai,r,0.09523809523809523
ai,n,0.031746031746031744
ai,e,0.015873015873015872
ai,t,0.015873015873015872
ai,x,0.015873015873015872
cam,p,0.29268292682926833
cam,b,0.1951219512195122
cam,i,0.14634146341463417
cam,e,0.12195121951219512
cam,a,0.07317073170731708
cam,o,0.07317073170731708
cam,é,0.07317073170731708
cam,u,0.024390243902439025
 ca,m,0.5
 ca,r,0.5
e c,o,0.4705882352941177
e c,h,0.23529411764705885
e c,a,0.11764705882352942
e c,r,0.11764705882352942
e c,ô,0.05882352941176471
de ,c,0.21666666666666667
de ,p,0.13333333333333333
de ,t,0.1
de ,f,0.08333333333333334
de ,s,0.08333333333333334
de ,n,0.06666666666666667
de ,v,0.06666666666666667
de ,d,0.05
de ,j,0.05
de ,m,0.05
de ,b,0.03333333333333333
de ,l,0.03333333333333333
de ,g,0.016666666666666666
de ,h,0.016666666666666666
e d,e,0.8181818181818181
e d,u,0.06818181818181818
e d,',0.045454545454545456
e d,o,0.045454545454545456
e d,a,0.022727272727272728
idé,r,0.45
idé,o,0.15
idé,e,0.125
idé,a,0.075
idé,l,0.075
idé,m,0.075
idé,s,0.05
ign,e,0.37278106508875736
ign,a,0.2603550295857988
ign,o,0.1301775147928994
ign,é,0.1301775147928994
ign,i,0.08875739644970414
ign,u,0.011834319526627219
ign,y,0.005917159763313609
oig,n,0.88
oig,t,0.12
-so,i,0.33333333333333337
-so,l,0.33333333333333337
-so,u,0.33333333333333337
e-s,o,0.6666666666666667
e-s,œ,0.33333333333333337
de-,f,0.1875
de-,m,0.1875
de-,c,0.125
de-,l,0.125
de-,v,0.125
de-,p,0.0625
de-,r,0.0625
de-,s,0.0625
de-,t,0.0625
aï,e,1.0
aie,n,0.9069767441860465
aie,s,0.046511627906976744
aie,m,0.03488372093023256
aie,t,0.011627906976744186
igl,e,1.0
aig,n,0.5217391304347826
aig,r,0.2391304347826087
aig,u,0.1956521739130435
aig,l,0.021739130434782608
aig,o,0.021739130434782608
igr,e,0.43333333333333335
igr,a,0.2333333333333333
igr,é,0.2
igr,i,0.13333333333333333
efi,l,0.33333333333333337
efi,n,0.33333333333333337
efi,t,0.33333333333333337
ref,u,0.32432432432432434
ref,l,0.16216216216216217
ref,o,0.13513513513513514
ref,r,0.1081081081081081
ref,a,0.08108108108108109
ref,f,0.08108108108108109
ref,i,0.08108108108108109
ref,s,0.027027027027027025
igu,e,0.45454545454545453
igu,r,0.22727272727272727
igu,i,0.18181818181818182
igu,é,0.045454545454545456
igu,ë,0.045454545454545456
igu,ï,0.045454545454545456
uil,l,0.8301886792452831
uil,i,0.09433962264150944
uil,e,0.04716981132075472
uil,s,0.018867924528301886
uil,o,0.009433962264150943
gui,s,0.275
gui,l,0.2
gui,n,0.15
gui,d,0.1
gui,r,0.075
gui,b,0.05
gui,c,0.05
gui,t,0.05
gui,e,0.025
gui,g,0.025
let,t,0.6
let,s,0.15
let,e,0.06666666666666667
let,é,0.06666666666666667
let,i,0.05
let,o,0.05
let, ,0.016666666666666666
llo,n,0.6231884057971014
llo,t,0.11594202898550725
llo,u,0.07246376811594203
llo,i,0.057971014492753624
llo,c,0.043478260869565216
llo,g,0.028985507246376812
llo,q,0.028985507246376812
llo,r,0.014492753623188406
llo,s,0.014492753623188406
lon,g,0.35789473684210527
lon,s,0.16842105263157894
lon,n,0.10526315789473685
lon,i,0.09473684210526315
lon,t,0.08421052631578947
lon,d,0.07368421052631578
lon,e,0.052631578947368425
lon,a,0.031578947368421054
lon, ,0.021052631578947368
lon,c,0.010526315789473684
sag,e,0.7884615384615384
sag,é,0.07692307692307693
sag,a,0.05769230769230769
sag,r,0.05769230769230769
sag,è,0.019230769230769232
ail,l,0.9421487603305785
ail,e,0.04132231404958677
ail,s,0.01652892561983471
leu,r,0.6304347826086957
leu,x,0.22826086956521738
leu,s,0.08695652173913043
leu,e,0.021739130434782608
leu,v,0.021739130434782608
leu,l,0.010869565217391304
mab,l,0.6
mab,i,0.2
mab,o,0.2
aim,e,0.42857142857142855
aim,a,0.28571428571428575
aim,é,0.21428571428571427
aim,l,0.07142857142857144
imé,e,0.5
imé,s,0.35714285714285715
imé,d,0.14285714285714288
mer,c,0.32075471698113206
mer,i,0.1320754716981132
mer,d,0.11320754716981131
mer,g,0.11320754716981131
mer,v,0.07547169811320754
mer,s,0.056603773584905655
mer,a,0.03773584905660377
mer,l,0.03773584905660377
mer,ç,0.03773584905660377
mer,o,0.018867924528301886
mer,r,0.018867924528301886
mer,t,0.018867924528301886
mer,y,0.018867924528301886
aîn,e,0.6086956521739131
aîn,é,0.30434782608695654
aîn,a,0.043478260869565216
aîn,o,0.043478260869565216
aî,n,1.0
îné,e,0.75
îné,s,0.25
ins,t,0.36
ins,u,0.168
ins,i,0.10400000000000001
ins,p,0.096
ins,o,0.08
ins,e,0.064
ins,c,0.055999999999999994
ins,a,0.04
ins,é,0.024
ins, ,0.008
rbu,r,0.42857142857142855
rbu,l,0.28571428571428575
rbu,s,0.28571428571428575
irb,u,1.0
isé,e,0.5254237288135593
isé,s,0.288135593220339
isé,m,0.10169491525423728
isé,r,0.08474576271186442
sém,i,0.5
sém,e,0.41666666666666663
sém,a,0.08333333333333334
isn,e,1.0
sel,l,0.6
sel,e,0.13333333333333333
sel,d,0.06666666666666667
sel,f,0.06666666666666667
sel,i,0.06666666666666667
sel,o,0.06666666666666667
jac,k,0.25
jac,q,0.25
jac,a,0.08333333333333334
jac,c,0.08333333333333334
jac,h,0.08333333333333334
jac,i,0.08333333333333334
jac,o,0.08333333333333334
jac,u,0.08333333333333334
aja,c,0.33333333333333337
aja,n,0.33333333333333337
aja,x,0.33333333333333337
aj,o,0.6666666666666667
aj,u,0.2
aj,a,0.13333333333333333
urn,e,0.32876712328767127
urn,i,0.2191780821917808
urn,a,0.16438356164383564
urn,é,0.1506849315068493
urn,o,0.1232876712328767
urn,u,0.0136986301369863
uta,n,0.23076923076923075
uta,i,0.20512820512820515
uta,t,0.20512820512820515
uta,b,0.1794871794871795
uta,l,0.10256410256410257
uta,r,0.05128205128205129
uta,d,0.025641025641025644
uté,s,0.42857142857142855
uté,e,0.35714285714285715
uté,r,0.14285714285714288
uté, ,0.07142857142857144
ute,r,0.3695652173913044
ute,u,0.1956521739130435
ute,n,0.14130434782608695
ute,s,0.10869565217391304
ute,i,0.05434782608695652
ute,l,0.03260869565217391
ute,m,0.03260869565217391
ute, ,0.021739130434782608
ute,a,0.021739130434782608
ute,-,0.010869565217391304
ute,f,0.010869565217391304
uto,r,0.23880597014925375
uto,m,0.22388059701492538
uto,n,0.1492537313432836
uto,c,0.10447761194029852
uto,p,0.0746268656716418
uto,b,0.04477611940298507
uto,d,0.04477611940298507
uto,i,0.02985074626865672
uto,u,0.02985074626865672
uto,-,0.01492537313432836
uto,g,0.01492537313432836
uto,l,0.01492537313432836
uto,s,0.01492537313432836
jus,t,0.896551724137931
jus,a,0.034482758620689655
jus,c,0.034482758620689655
jus,q,0.034482758620689655
aju,s,1.0
kba,r,1.0
akb,a,1.0
ak,b,1.0
lai,r,0.33714285714285713
lai,s,0.3257142857142857
lai,t,0.12571428571428572
lai,n,0.07428571428571429
lai,d,0.05714285714285714
lai,e,0.045714285714285714
lai,g,0.022857142857142857
lai,l,0.005714285714285714
lai,v,0.005714285714285714
ala,n,0.21333333333333332
ala,d,0.18666666666666668
ala,i,0.1733333333333333
ala,r,0.12
ala,b,0.06666666666666667
ala,m,0.04
ala,y,0.026666666666666665
ala,g,0.026666666666666665
ala,u,0.026666666666666665
ala,t,0.013333333333333332
ala,x,0.013333333333333332
ala,v,0.013333333333333332
ala,p,0.013333333333333332
ala,s,0.013333333333333332
ala,c,0.013333333333333332
ala,l,0.013333333333333332
ala,f,0.013333333333333332
ala,ï,0.013333333333333332
al,l,0.3815028901734104
al,i,0.12138728323699421
al,b,0.0809248554913295
al,g,0.06936416184971099
al,t,0.06358381502890173
al,p,0.057803468208092484
al,e,0.05202312138728324
al,c,0.04624277456647399
al,o,0.034682080924855495
al,a,0.028901734104046242
al,é,0.011560693641618498
al,f,0.011560693641618498
al,s,0.011560693641618498
al,u,0.011560693641618498
al,m,0.005780346820809249
al,v,0.005780346820809249
al,ê,0.005780346820809249
biq,u,1.0
mbi,e,0.22857142857142856
mbi,n,0.22857142857142856
mbi,t,0.22857142857142856
mbi,a,0.11428571428571428
mbi,g,0.11428571428571428
mbi,q,0.05714285714285714
mbi,l,0.02857142857142857
amb,i,0.25641025641025644
amb,o,0.25641025641025644
amb,r,0.1794871794871795
amb,e,0.11538461538461538
amb,a,0.07692307692307693
amb,u,0.06410256410256411
amb,é,0.038461538461538464
amb,è,0.012820512820512822
arm,e,0.33333333333333337
arm,a,0.2121212121212121
arm,é,0.2121212121212121
arm,o,0.16666666666666669
arm,i,0.07575757575757576
lar,d,0.2638888888888889
lar,i,0.25
lar,g,0.1388888888888889
lar,m,0.08333333333333334
lar,a,0.06944444444444445
lar,e,0.04166666666666667
lar,é,0.04166666666666667
lar,s,0.027777777777777776
lar,c,0.013888888888888888
lar,k,0.013888888888888888
lar,o,0.013888888888888888
lar,t,0.013888888888888888
lar,u,0.013888888888888888
lar,y,0.013888888888888888
ana,l,0.3033707865168539
ana,i,0.12359550561797754
ana,t,0.10112359550561799
ana,r,0.08988764044943821
ana,m,0.07865168539325842
ana,c,0.06741573033707865
ana,d,0.06741573033707865
ana,g,0.05617977528089888
ana,n,0.05617977528089888
ana,p,0.022471910112359553
ana,k,0.011235955056179777
ana,s,0.011235955056179777
ana,u,0.011235955056179777
lba,n,0.625
lba,c,0.125
lba,o,0.125
lba,t,0.125
alb,a,0.375
alb,u,0.25
alb,e,0.125
alb,i,0.125
alb,o,0.0625
alb,â,0.0625
âtr,e,0.6666666666666667
âtr,a,0.2777777777777778
âtr,i,0.05555555555555555
bât,i,0.5454545454545454
bât,o,0.2727272727272727
bât,a,0.09090909090909091
bât,r,0.09090909090909091
lbâ,t,1.0
tro,u,0.3048780487804878
tro,n,0.17682926829268295
tro,p,0.11585365853658537
tro,i,0.09146341463414634
tro,l,0.07926829268292683
tro,m,0.042682926829268296
tro,v,0.042682926829268296
tro,d,0.03658536585365854
tro,c,0.03048780487804878
tro,t,0.01829268292682927
tro,g,0.012195121951219513
tro,q,0.012195121951219513
tro,s,0.012195121951219513
tro,y,0.012195121951219513
tro,ë,0.006097560975609756
tro,ï,0.006097560975609756
lbe,r,1.0
rta,n,0.2631578947368421
rta,i,0.2456140350877193
rta,g,0.1754385964912281
rta,t,0.1754385964912281
rta,b,0.12280701754385966
rta,l,0.017543859649122806
ert,i,0.33613445378151263
ert,e,0.19327731092436973
ert,u,0.11764705882352942
ert,a,0.10084033613445378
ert,s,0.08403361344537816
ert,é,0.08403361344537816
ert,o,0.03361344537815126
ert,r,0.025210084033613446
ert, ,0.008403361344537815
ert,z,0.008403361344537815
ert,è,0.008403361344537815
lbi,n,0.6666666666666667
lbi,a,0.33333333333333337
ino,i,0.16666666666666669
ino,c,0.09523809523809523
ino,l,0.09523809523809523
ino,n,0.09523809523809523
ino,r,0.09523809523809523
ino,t,0.09523809523809523
ino,m,0.07142857142857144
ino,p,0.07142857142857144
ino,s,0.07142857142857144
ino,u,0.07142857142857144
ino,x,0.047619047619047616
ino,f,0.023809523809523808
bin,e,0.56
bin,a,0.16
bin,s,0.16
bin,o,0.04
bin,é,0.04
bin,ô,0.04
lbu,m,0.75
lbu,t,0.25
umi,n,0.3181818181818182
umi,s,0.18181818181818182
umi,d,0.13636363636363635
umi,l,0.13636363636363635
umi,è,0.13636363636363635
umi,e,0.09090909090909091
bum,i,0.5
bum,s,0.5
lca,l,0.5
lca,i,0.25
lca,n,0.25
alc,u,0.368421052631579
alc,o,0.3157894736842105
alc,a,0.15789473684210525
alc,h,0.10526315789473685
alc,i,0.052631578947368425
oïd,e,0.6666666666666667
oïd,i,0.33333333333333337
loï,d,1.0
alo,g,0.24137931034482757
alo,n,0.1724137931034483
alo,u,0.15517241379310345
alo,r,0.12068965517241378
alo,p,0.10344827586206896
alo,m,0.06896551724137931
alo,i,0.034482758620689655
alo,t,0.034482758620689655
alo,c,0.017241379310344827
alo,y,0.017241379310344827
alo,è,0.017241379310344827
alo,ï,0.017241379310344827
imi,t,0.2976190476190476
imi,n,0.28571428571428575
imi,l,0.14285714285714288
imi,s,0.11904761904761905
imi,d,0.08333333333333334
imi,q,0.03571428571428572
imi,e,0.023809523809523808
imi,r,0.011904761904761904
him,i,0.6
him,a,0.1
him,e,0.1
him,o,0.1
him,è,0.1
lch,a,0.5
lch,i,0.5
coo,p,0.4666666666666666
coo,l,0.33333333333333337
coo,r,0.2
lco,o,0.7142857142857143
lco,n,0.28571428571428575
liq,u,1.0
ool,i,0.6666666666666667
ool,o,0.33333333333333337
léa,n,0.33333333333333337
léa,i,0.2222222222222222
léa,g,0.1111111111111111
léa,s,0.1111111111111111
léa,t,0.1111111111111111
léa,u,0.1111111111111111
alé,d,0.2727272727272727
alé,a,0.18181818181818182
alé,o,0.18181818181818182
alé,r,0.18181818181818182
alé, ,0.09090909090909091
alé,s,0.09090909090909091
éat,i,0.4615384615384615
éat,e,0.15384615384615385
éat,r,0.15384615384615385
éat,o,0.07692307692307693
éat,s,0.07692307692307693
éat,u,0.07692307692307693
lên,e,1.0
alê,n,1.0
tou,r,0.6
tou,c,0.10476190476190476
tou,t,0.09523809523809523
tou,f,0.05714285714285714
tou,s,0.02857142857142857
tou,b,0.019047619047619046
tou,i,0.019047619047619046
tou,l,0.019047619047619046
tou,e,0.009523809523809523
tou,j,0.009523809523809523
tou,m,0.009523809523809523
tou,n,0.009523809523809523
tou,p,0.009523809523809523
tou,x,0.009523809523809523
nto,u,0.325
nto,n,0.3
nto,i,0.1
nto,l,0.1
nto,r,0.1
nto,x,0.05
nto,s,0.025
ale,s,0.38764044943820225
ale,m,0.17415730337078653
ale,n,0.14044943820224717
ale,r,0.11797752808988765
ale,t,0.050561797752808994
ale,c,0.04494382022471911
ale,u,0.03932584269662921
ale,x,0.016853932584269662
ale,i,0.011235955056179777
ale,p,0.005617977528089888
ale,z,0.005617977528089888
ale,ç,0.005617977528089888
rte,r,0.3157894736842105
rte,n,0.15789473684210525
rte,m,0.14035087719298245
rte,s,0.12280701754385966
rte,-,0.07017543859649122
rte,l,0.06140350877192983
rte,u,0.06140350877192983
rte,f,0.026315789473684213
rte, ,0.017543859649122806
rte,a,0.008771929824561403
rte,g,0.008771929824561403
rte,i,0.008771929824561403
xan,t,0.7777777777777777
xan,d,0.2222222222222222
exa,m,0.25806451612903225
exa,c,0.22580645161290325
exa,l,0.12903225806451613
exa,n,0.12903225806451613
exa,s,0.12903225806451613
exa,g,0.0967741935483871
exa,t,0.03225806451612903
lex,i,0.625
lex,e,0.25
lex,a,0.08333333333333334
lex,u,0.04166666666666667
exi,g,0.23404255319148937
exi,s,0.23404255319148937
exi,c,0.1702127659574468
exi,l,0.0851063829787234
exi,o,0.0851063829787234
exi,b,0.06382978723404255
exi,q,0.06382978723404255
exi,t,0.0425531914893617
exi,e,0.02127659574468085
lfr,e,0.6666666666666667
lfr,i,0.33333333333333337
alf,a,0.5
alf,r,0.33333333333333337
alf,e,0.16666666666666669
red,o,0.5
red,i,0.21875
red,e,0.09375
red,é,0.09375
red,r,0.0625
red,d,0.03125
èbr,e,1.0
gèb,r,1.0
lgè,b,1.0
alg,é,0.42857142857142855
alg,a,0.14285714285714288
alg,i,0.14285714285714288
alg,r,0.09523809523809523
alg,e,0.047619047619047616
alg,o,0.047619047619047616
alg,u,0.047619047619047616
alg,è,0.047619047619047616
ébr,a,0.4
ébr,é,0.2
ébr,e,0.16
ébr,i,0.12
ébr,o,0.12
géb,r,1.0
lgé,r,0.7777777777777777
lgé,b,0.1111111111111111
lgé,s,0.1111111111111111
lge,s,0.5
lge,n,0.25
lge,r,0.25
gér,i,0.2916666666666667
gér,e,0.25
gér,é,0.25
gér,a,0.16666666666666669
gér,o,0.04166666666666667
thm,e,0.5
thm,i,0.25
thm,a,0.125
thm,é,0.125
ith,m,0.33333333333333337
ith,é,0.33333333333333337
ith,y,0.16666666666666669
ith,è,0.16666666666666669
gor,i,0.43478260869565216
gor,g,0.30434782608695654
gor,a,0.043478260869565216
gor,b,0.043478260869565216
gor,d,0.043478260869565216
