preceding_group,letter,percent
onn,ê,0.012135922330097087
onn,o,0.004854368932038835
don,n,0.6065573770491803
don,i,0.08196721311475409
don,s,0.06557377049180328
don,a,0.04918032786885246
don,d,0.03278688524590164
don,e,0.03278688524590164
don,t,0.03278688524590164
don,é,0.03278688524590164
don,c,0.01639344262295082
don,j,0.01639344262295082
don,v,0.01639344262295082
don,y,0.01639344262295082
nné,e,0.5
nné,s,0.45833333333333337
nné,m,0.04166666666666667
née,s,0.75
née,r,0.125
née,n,0.08333333333333334
née, ,0.04166666666666667
nen,t,0.912280701754386
nen,c,0.08771929824561404
nne,r,0.32592592592592595
nne,l,0.2185185185185185
nne,s,0.12962962962962965
nne,m,0.0851851851851852
nne,n,0.0851851851851852
nne,u,0.06296296296296297
nne,t,0.044444444444444446
nne,a,0.014814814814814814
nne,x,0.014814814814814814
nne, ,0.007407407407407407
nne,q,0.007407407407407407
nne,d,0.0037037037037037034
asi,o,0.26666666666666666
asi,e,0.2
asi,n,0.2
asi,a,0.06666666666666667
asi,l,0.06666666666666667
asi,f,0.03333333333333333
asi,m,0.03333333333333333
asi,q,0.03333333333333333
asi,s,0.03333333333333333
asi,v,0.03333333333333333
asi,é,0.03333333333333333
bas,s,0.3
bas,t,0.15
bas,c,0.075
bas,e,0.075
bas,i,0.075
bas,o,0.075
bas,-,0.05
bas,a,0.05
bas,k,0.05
bas,é,0.05
bas,q,0.025
bas,u,0.025
urd,i,0.45454545454545453
urd,e,0.36363636363636365
urd,s,0.06060606060606061
urd,',0.030303030303030304
urd,a,0.030303030303030304
urd,o,0.030303030303030304
urd,r,0.030303030303030304
our,n,0.18397626112759644
our,s,0.16320474777448074
our,r,0.10682492581602374
our,d,0.08308605341246292
our,a,0.06824925816023739
our,e,0.06528189910979228
our,g,0.06528189910979228
our,i,0.06231454005934718
our,t,0.047477744807121657
our,b,0.03857566765578635
our,c,0.03857566765578635
our,m,0.02077151335311573
our,v,0.014836795252225518
our,u,0.008902077151335312
our,o,0.008902077151335312
our,é,0.005934718100890207
our,p,0.005934718100890207
our,q,0.0029673590504451035
our,-,0.0029673590504451035
our,l,0.0029673590504451035
our, ,0.0029673590504451035
sou,r,0.13559322033898305
sou,s,0.12994350282485875
sou,p,0.12429378531073447
sou,l,0.0903954802259887
sou,t,0.0903954802259887
sou,h,0.0790960451977401
sou,v,0.0790960451977401
sou,f,0.07344632768361582
sou,d,0.06779661016949153
sou,c,0.056497175141242945
sou,m,0.03389830508474576
sou,b,0.01694915254237288
sou,i,0.01694915254237288
sou,k,0.005649717514124294
aso,u,0.33333333333333337
aso,n,0.2222222222222222
aso,c,0.1111111111111111
aso,i,0.1111111111111111
aso,l,0.1111111111111111
aso,v,0.1111111111111111
rdi,n,0.26760563380281693
rdi,e,0.19718309859154928
rdi,s,0.15492957746478875
rdi,t,0.11267605633802816
rdi,r,0.09859154929577464
rdi,a,0.05633802816901408
rdi,v,0.04225352112676056
rdi,c,0.02816901408450704
rdi,d,0.01408450704225352
rdi,f,0.01408450704225352
rdi,q,0.01408450704225352
dis,p,0.24444444444444444
dis,t,0.2111111111111111
dis,c,0.20555555555555557
dis,s,0.18888888888888888
dis,e,0.05555555555555555
dis,a,0.03888888888888889
dis,q,0.022222222222222223
dis, ,0.005555555555555556
dis,g,0.005555555555555556
dis,h,0.005555555555555556
dis,n,0.005555555555555556
dis,o,0.005555555555555556
dis,é,0.005555555555555556
jou,r,0.36507936507936506
jou,t,0.19047619047619047
jou,e,0.12698412698412698
jou,i,0.1111111111111111
jou,a,0.06349206349206349
jou,é,0.06349206349206349
jou,g,0.015873015873015872
jou,j,0.015873015873015872
jou,s,0.015873015873015872
jou,v,0.015873015873015872
jou,x,0.015873015873015872
-jo,u,1.0
t-j,o,1.0
at-,j,0.5
at-,m,0.5
bat,t,0.48148148148148145
bat,i,0.16666666666666669
bat,a,0.1111111111111111
bat,e,0.07407407407407407
bat,s,0.07407407407407407
bat,-,0.018518518518518517
bat,c,0.018518518518518517
bat,h,0.018518518518518517
bat,o,0.018518518518518517
bat,r,0.018518518518518517
tag,e,0.6451612903225806
tag,n,0.0967741935483871
tag,o,0.0967741935483871
tag,i,0.06451612903225806
tag,é,0.06451612903225806
tag,è,0.03225806451612903
tta,n,0.30434782608695654
tta,c,0.21739130434782608
tta,i,0.13043478260869565
tta,g,0.10869565217391304
tta,q,0.10869565217391304
tta,b,0.043478260869565216
tta,l,0.021739130434782608
tta,m,0.021739130434782608
tta,r,0.021739130434782608
tta,w,0.021739130434782608
att,e,0.453125
att,a,0.203125
att,r,0.1796875
att,i,0.1015625
att,u,0.0546875
att,o,0.0078125
teu,r,0.9140625
teu,x,0.04296875
teu,s,0.03515625
teu,i,0.0078125
tte,n,0.2713178294573643
tte,s,0.2713178294573643
tte,r,0.20930232558139536
tte,u,0.10077519379844961
tte,i,0.06976744186046512
tte,m,0.0310077519379845
tte,-,0.01550387596899225
tte, ,0.007751937984496125
tte,l,0.007751937984496125
tte,t,0.007751937984496125
tte,z,0.007751937984496125
toi,r,0.6376811594202898
toi,l,0.13043478260869565
toi,s,0.10144927536231885
toi,t,0.057971014492753624
toi,e,0.028985507246376812
toi,n,0.028985507246376812
toi,-,0.014492753623188406
tto,y,0.33333333333333337
tto,i,0.26666666666666666
tto,n,0.13333333333333333
tto,r,0.13333333333333333
tto,m,0.06666666666666667
tto,s,0.06666666666666667
ttr,e,0.4130434782608695
ttr,a,0.2608695652173913
ttr,i,0.2391304347826087
ttr,o,0.043478260869565216
ttr,é,0.043478260869565216
ttu,s,0.6666666666666667
ttu,e,0.33333333333333337
tia,l,0.5
tia,t,0.15625
tia,i,0.125
tia,n,0.09375
tia,b,0.03125
tia,g,0.03125
tia,r,0.03125
tia,u,0.03125
ati,o,0.6997690531177829
ati,q,0.06697459584295612
ati,f,0.061200923787528866
ati,s,0.04387990762124711
ati,v,0.042725173210161664
ati,e,0.019630484988452657
ati,n,0.017321016166281754
ati,g,0.009237875288683603
ati,a,0.006928406466512702
ati,c,0.006928406466512702
ati,b,0.005773672055427251
ati,r,0.005773672055427251
ati,t,0.005773672055427251
ati,l,0.004618937644341801
ati,è,0.0023094688221709007
ati,m,0.0011547344110854503
bba,t,0.5
bba,y,0.5
abb,a,0.4
abb,e,0.2
abb,i,0.2
abb,é,0.2
bay,e,0.5
bay,o,0.5
ess,e,0.4210526315789474
ess,i,0.2993421052631579
ess,a,0.09539473684210525
ess,é,0.0756578947368421
ess,o,0.0625
ess,u,0.04276315789473684
ess,m,0.0032894736842105266
bes,o,0.3076923076923077
bes,t,0.3076923076923077
bes,s,0.15384615384615385
bes,a,0.07692307692307693
bes,p,0.07692307692307693
bes,q,0.07692307692307693
bbe,l,0.33333333333333337
bbe,r,0.33333333333333337
bbe,s,0.33333333333333337
éde,r,0.48275862068965514
éde,n,0.3103448275862069
éde,c,0.13793103448275862
éde,m,0.034482758620689655
éde,s,0.034482758620689655
céd,e,0.5428571428571428
céd,é,0.2571428571428572
céd,a,0.11428571428571428
céd,u,0.05714285714285714
céd,o,0.02857142857142857
bcé,d,1.0
abc,è,0.5
abc,é,0.5
bcè,s,1.0
bde,l,1.0
abd,i,0.4
abd,o,0.4
abd,e,0.2
tio,n,0.9969909729187563
tio,c,0.0010030090270812437
tio,l,0.0010030090270812437
tio,r,0.0010030090270812437
cat,i,0.6538461538461539
cat,a,0.0923076923076923
cat,e,0.08461538461538462
cat,h,0.06153846153846154
cat,é,0.038461538461538464
cat,s,0.03076923076923077
cat,r,0.015384615384615385
cat,u,0.015384615384615385
cat,o,0.007692307692307693
ica,t,0.4585635359116022
ica,l,0.19337016574585636
ica,i,0.0994475138121547
ica,n,0.06629834254143646
ica,c,0.04972375690607735
ica,r,0.027624309392265192
ica,p,0.022099447513812157
ica,u,0.022099447513812157
ica,b,0.016574585635359115
ica,d,0.016574585635359115
ica,m,0.011049723756906079
ica,g,0.005524861878453039
ica,s,0.005524861878453039
ica,v,0.005524861878453039
dic,a,0.5131578947368421
dic,t,0.2631578947368421
dic,i,0.11842105263157895
dic,e,0.052631578947368425
dic,u,0.026315789473684213
dic,h,0.013157894736842106
dic,k,0.013157894736842106
bdi,c,0.5
bdi,q,0.5
que,s,0.3774647887323944
que,r,0.19154929577464788
que,m,0.12394366197183099
que,t,0.10985915492957746
que,n,0.09295774647887324
que,l,0.05915492957746479
que,u,0.03943661971830986
que, ,0.0028169014084507044
que,b,0.0028169014084507044
iqu,e,0.9056603773584905
iqu,é,0.056603773584905655
iqu,a,0.018867924528301886
iqu,i,0.018867924528301886
diq,u,1.0
ome,n,0.41935483870967744
ome,t,0.3225806451612903
ome,s,0.1935483870967742
ome,c,0.03225806451612903
ome,z,0.03225806451612903
dom,i,0.4242424242424242
dom,m,0.2121212121212121
dom,a,0.15151515151515152
dom,e,0.09090909090909091
dom,p,0.09090909090909091
dom,o,0.030303030303030304
bdo,m,1.0
ina,t,0.24539877300613497
ina,l,0.18404907975460122
ina,n,0.15950920245398773
ina,i,0.12883435582822086
ina,u,0.0736196319018405
ina,g,0.06134969325153374
ina,c,0.03680981595092025
ina,b,0.03067484662576687
ina,p,0.018404907975460124
ina,s,0.018404907975460124
ina,d,0.012269938650306749
ina,r,0.012269938650306749
ina,m,0.006134969325153374
ina,v,0.006134969325153374
ina,y,0.006134969325153374
min,e,0.2555555555555556
min,i,0.2333333333333333
min,a,0.20555555555555557
min,é,0.1111111111111111
min,u,0.08333333333333334
min,o,0.06666666666666667
min,s,0.016666666666666666
min, ,0.011111111111111112
min,c,0.011111111111111112
min,g,0.005555555555555556
omi,n,0.3846153846153846
omi,q,0.1846153846153846
omi,s,0.1846153846153846
omi,e,0.15384615384615385
omi,c,0.03076923076923077
omi,t,0.03076923076923077
omi,l,0.015384615384615385
omi,r,0.015384615384615385
air,e,0.9274447949526814
air,i,0.01892744479495268
air,s,0.015772870662460567
air,c,0.00946372239747634
air,a,0.006309148264984227
air,v,0.006309148264984227
air,b,0.0031545741324921135
air,n,0.0031545741324921135
air,o,0.0031545741324921135
air,w,0.0031545741324921135
air,é,0.0031545741324921135
dai,s,0.27692307692307694
dai,t,0.23076923076923075
dai,r,0.1846153846153846
dai,n,0.1076923076923077
dai,e,0.06153846153846154
dai,g,0.06153846153846154
dai,l,0.06153846153846154
dai,m,0.015384615384615385
éda,i,0.40909090909090906
éda,c,0.18181818181818182
éda,g,0.18181818181818182
éda,n,0.18181818181818182
éda,t,0.045454545454545456
écé,d,0.8666666666666667
écé,n,0.06666666666666667
écé,p,0.06666666666666667
béc,o,0.5
béc,a,0.16666666666666669
béc,i,0.16666666666666669
béc,é,0.16666666666666669
abé,t,0.5
abé,c,0.25
abé,e,0.25
ill,e,0.5610278372591007
ill,a,0.14132762312633834
ill,i,0.1113490364025696
ill,o,0.09207708779443255
ill,é,0.04925053533190578
ill,u,0.032119914346895075
ill,y,0.006423982869379015
ill,è,0.006423982869379015
eil,l,0.923076923076923
eil,s,0.04395604395604396
eil, ,0.03296703296703297
bei,g,0.5
bei,l,0.5
abe,l,0.23076923076923075
abe,r,0.23076923076923075
abe,t,0.23076923076923075
abe,s,0.15384615384615385
abe,i,0.07692307692307693
abe,u,0.07692307692307693
ran,t,0.2672955974842767
ran,c,0.20440251572327042
ran,s,0.20440251572327042
ran,d,0.10062893081761005
ran,g,0.09119496855345911
ran,i,0.028301886792452827
ran,ç,0.025157232704402514
ran,q,0.018867924528301886
ran,l,0.015723270440251572
ran,e,0.009433962264150943
ran,n,0.009433962264150943
ran,k,0.006289308176100628
ran,u,0.006289308176100628
ran,é,0.006289308176100628
ran,a,0.003144654088050314
ran,z,0.003144654088050314
rra,n,0.29032258064516125
rra,i,0.27419354838709675
rra,s,0.14516129032258063
rra,g,0.08064516129032258
rra,t,0.06451612903225806
rra,c,0.03225806451612903
rra,d,0.03225806451612903
rra,u,0.03225806451612903
rra,h,0.016129032258064516
rra,k,0.016129032258064516
rra,r,0.016129032258064516
err,e,0.3023255813953488
err,o,0.24031007751937986
err,a,0.18604651162790697
err,i,0.15503875968992248
err,é,0.062015503875969
err,u,0.0310077519379845
err,y,0.023255813953488372
ber,t,0.31666666666666665
ber,g,0.2333333333333333
ber,c,0.11666666666666665
ber,l,0.1
ber,n,0.06666666666666667
ber,r,0.06666666666666667
ber,i,0.016666666666666666
ber,k,0.016666666666666666
ber,m,0.016666666666666666
ber,o,0.016666666666666666
ber,s,0.016666666666666666
ber,v,0.016666666666666666
rat,i,0.6862745098039216
rat,e,0.12549019607843137
rat,u,0.047058823529411764
rat,t,0.03529411764705882
rat,o,0.03137254901960784
rat,r,0.023529411764705882
rat,é,0.023529411764705882
rat,s,0.01568627450980392
rat,a,0.00784313725490196
rat,h,0.00392156862745098
êti,r,0.8
êti,s,0.2
bêt,e,0.5555555555555556
bêt,a,0.2222222222222222
bêt,i,0.2222222222222222
abê,t,1.0
rre,r,0.2608695652173913
rre,s,0.25
rre,n,0.13043478260869565
rre,c,0.10869565217391304
rre,u,0.09782608695652174
rre,a,0.05434782608695652
rre,m,0.043478260869565216
rre,f,0.021739130434782608
rre, ,0.010869565217391304
rre,l,0.010869565217391304
rre,t,0.010869565217391304
orr,e,0.4807692307692308
orr,i,0.17307692307692307
orr,a,0.11538461538461538
orr,é,0.09615384615384615
orr,o,0.07692307692307693
orr,u,0.038461538461538464
orr,è,0.019230769230769232
hor,i,0.2
hor,e,0.14285714285714288
hor,r,0.14285714285714288
hor,s,0.14285714285714288
hor,t,0.14285714285714288
hor,a,0.11428571428571428
hor,l,0.02857142857142857
hor,m,0.02857142857142857
hor,n,0.02857142857142857
hor,é,0.02857142857142857
bho,r,1.0
abh,o,1.0
dja,n,0.6
dja,b,0.1
dja,h,0.1
dja,k,0.1
dja,m,0.1
idj,a,1.0
bid,o,0.6
bid,e,0.2
bid,j,0.2
abi,l,0.4444444444444444
abi,t,0.33333333333333337
abi,n,0.06172839506172839
abi,b,0.024691358024691357
abi,e,0.024691358024691357
abi,q,0.024691358024691357
abi,s,0.024691358024691357
abi,u,0.024691358024691357
abi,a,0.012345679012345678
abi,d,0.012345679012345678
abi,r,0.012345679012345678
bîm,e,1.0
abî,m,1.0
îme,r,0.5
îme,s,0.5
jec,t,1.0
bje,c,0.8181818181818181
bje,t,0.18181818181818182
abj,e,0.6666666666666667
abj,u,0.33333333333333337
cti,o,0.6222222222222222
cti,v,0.16
cti,f,0.13777777777777778
cti,q,0.035555555555555556
cti,b,0.008888888888888889
cti,c,0.008888888888888889
cti,m,0.008888888888888889
cti,e,0.0044444444444444444
cti,l,0.0044444444444444444
cti,n,0.0044444444444444444
cti,t,0.0044444444444444444
ect,i,0.42986425339366513
ect,e,0.1945701357466063
ect,u,0.11312217194570136
ect,a,0.09049773755656108
ect,o,0.06334841628959276
ect,r,0.04524886877828054
ect,é,0.04072398190045248
ect,s,0.02262443438914027
ure,r,0.25862068965517243
ure,s,0.2471264367816092
ure,u,0.1724137931034483
ure,l,0.08620689655172414
ure,n,0.08620689655172414
ure,a,0.07471264367816093
ure,m,0.028735632183908046
ure,t,0.028735632183908046
ure, ,0.011494252873563218
ure,ï,0.005747126436781609
jur,i,0.4642857142857143
jur,e,0.25
jur,é,0.10714285714285714
jur,a,0.07142857142857144
jur,y,0.07142857142857144
jur,o,0.03571428571428572
bju,r,1.0
lat,i,0.5603448275862069
lat,e,0.1896551724137931
lat,é,0.09482758620689655
lat,a,0.04310344827586207
lat,t,0.034482758620689655
lat,u,0.034482758620689655
lat,r,0.017241379310344827
lat,s,0.017241379310344827
lat,o,0.008620689655172414
bla,n,0.36
bla,i,0.14
bla,b,0.12
bla,v,0.08
bla,g,0.06
bla,s,0.06
bla,t,0.06
bla,c,0.04
bla,r,0.04
bla,f,0.02
bla,k,0.02
abl,e,0.9377431906614785
abl,i,0.04669260700389105
abl,a,0.011673151750972763
abl,o,0.0038910505836575876
iem,e,0.8947368421052632
iem,m,0.10526315789473685
oie,n,0.5
oie,m,0.35714285714285715
oie,s,0.14285714285714288
boi,s,0.4375
boi,t,0.3125
boi,r,0.1875
boi,e,0.0625
abo,r,0.36708860759493667
abo,u,0.189873417721519
abo,n,0.1772151898734177
abo,t,0.12658227848101267
abo,l,0.0759493670886076
abo,m,0.025316455696202535
abo,c,0.012658227848101267
abo,i,0.012658227848101267
abo,y,0.012658227848101267
bol,i,0.7142857142857143
bol,e,0.19047619047619047
bol,a,0.047619047619047616
bol,l,0.047619047619047616
oli,t,0.21782178217821785
oli,d,0.13861386138613863
oli,q,0.1188118811881188
oli,e,0.09900990099009901
oli,s,0.08910891089108912
oli,v,0.08910891089108912
oli,c,0.07920792079207921
oli,è,0.039603960396039604
oli,n,0.0297029702970297
oli,r,0.0297029702970297
oli,f,0.019801980198019802
oli,g,0.019801980198019802
oli,m,0.019801980198019802
oli,b,0.009900990099009901
iti,o,0.47593582887700536
iti,f,0.09090909090909091
iti,e,0.06951871657754011
iti,q,0.06951871657754011
iti,a,0.0481283422459893
iti,m,0.0481283422459893
iti,s,0.0481283422459893
iti,v,0.04278074866310161
iti,é,0.0374331550802139
iti,c,0.026737967914438502
iti,n,0.0160427807486631
iti,g,0.010695187165775402
iti,è,0.010695187165775402
iti,l,0.005347593582887701
lit,é,0.6030150753768845
lit,a,0.10050251256281408
lit,e,0.09547738693467336
lit,i,0.09547738693467336
lit,u,0.045226130653266326
lit,t,0.035175879396984924
lit,s,0.015075376884422112
lit,r,0.010050251256281405
ism,e,0.9823008849557522
ism,a,0.008849557522123894
ism,i,0.008849557522123894
nis,t,0.36231884057971014
nis,m,0.17391304347826086
nis,s,0.13043478260869565
nis,e,0.12318840579710144
nis,a,0.10869565217391304
nis,é,0.057971014492753624
nis,i,0.021739130434782608
nis, ,0.007246376811594203
nis,c,0.007246376811594203
nis,o,0.007246376811594203
nni,e,0.34782608695652173
nni,s,0.21739130434782608
nni,q,0.10869565217391304
nni,è,0.08695652173913043
nni,r,0.06521739130434782
nni,t,0.043478260869565216
nni,v,0.043478260869565216
nni,b,0.021739130434782608
nni,c,0.021739130434782608
nni,h,0.021739130434782608
nni,n,0.021739130434782608
ion,s,0.5739514348785871
ion,n,0.34437086092715236
ion,a,0.06622516556291391
ion, ,0.006622516556291392
ion,i,0.004415011037527594
ion,e,0.002207505518763797
ion,o,0.002207505518763797
ist,e,0.5367231638418078
ist,r,0.14124293785310735
ist,i,0.11864406779661017
ist,a,0.09887005649717513
ist,o,0.062146892655367235
ist,é,0.03389830508474576
ist,è,0.00847457627118644
nat,i,0.5625
nat,e,0.10714285714285714
nat,u,0.10714285714285714
nat,o,0.0625
nat,t,0.0625
nat,a,0.05357142857142857
nat,h,0.026785714285714284
nat,s,0.01785714285714286
bom,b,0.7777777777777777
bom,i,0.2222222222222222
ine,r,0.3471502590673575
ine,s,0.26424870466321243
ine,n,0.07772020725388601
ine,u,0.07772020725388601
ine,m,0.07253886010362694
ine,t,0.05181347150259067
ine,x,0.03626943005181347
ine,l,0.031088082901554404
ine,f,0.010362694300518133
ine,p,0.010362694300518133
ine,z,0.010362694300518133
ine, ,0.005181347150259067
ine,a,0.005181347150259067
mme,n,0.5392156862745098
mme,r,0.21568627450980393
mme,s,0.06862745098039215
mme,t,0.06862745098039215
mme, ,0.04901960784313726
mme,i,0.0196078431372549
mme,u,0.0196078431372549
mme,d,0.00980392156862745
mme,l,0.00980392156862745
amm,e,0.6842105263157895
amm,a,0.15789473684210525
amm,é,0.10526315789473685
amm,i,0.026315789473684213
amm,o,0.026315789473684213
dam,e,0.375
dam,n,0.375
dam,i,0.08333333333333334
dam,m,0.08333333333333334
dam,a,0.04166666666666667
dam,s,0.04166666666666667
nda,n,0.37404580152671757
nda,i,0.2595419847328244
nda,m,0.12213740458015268
nda,t,0.09923664122137404
nda,r,0.06870229007633588
nda,l,0.05343511450381679
nda,g,0.022900763358778622
ond,a,0.2893081761006289
ond,e,0.2389937106918239
ond,u,0.14465408805031446
ond,i,0.13836477987421383
ond,é,0.06289308176100629
ond,r,0.05031446540880503
ond,s,0.0440251572327044
ond,o,0.025157232704402514
ond,y,0.006289308176100628
bon,d,0.29411764705882354
bon,n,0.2745098039215686
bon,a,0.11764705882352942
bon,h,0.05882352941176471
bon,s,0.05882352941176471
bon, ,0.0392156862745098
bon,e,0.0392156862745098
bon,b,0.0196078431372549
bon,g,0.0196078431372549
bon,j,0.0196078431372549
bon,p,0.0196078431372549
bon,t,0.0196078431372549
bon,u,0.0196078431372549
anc,e,0.55
anc,h,0.16875
anc,i,0.09375
anc,é,0.053125
anc,a,0.034375
anc,o,0.03125
anc,t,0.015625
anc,s,0.0125
anc,-,0.009375
anc, ,0.00625
anc,r,0.00625
anc,œ,0.00625
anc,f,0.003125
anc,k,0.003125
anc,u,0.003125
anc,y,0.003125
dan,t,0.5368421052631579
dan,c,0.14736842105263157
dan,s,0.12631578947368421
dan,g,0.07368421052631578
dan,i,0.06315789473684211
dan,o,0.021052631578947368
dan,d,0.010526315789473684
dan,e,0.010526315789473684
dan,u,0.010526315789473684
ant,e,0.3429951690821256
ant,i,0.2246376811594203
ant,s,0.2004830917874396
ant,a,0.09178743961352658
ant,é,0.04830917874396135
ant,h,0.033816425120772944
ant,o,0.03140096618357488
ant,-,0.014492753623188406
ant,ô,0.007246376811594203
ant,r,0.0024154589371980675
ant,è,0.0024154589371980675
nem,e,0.9178082191780823
nem,a,0.0273972602739726
nem,i,0.0273972602739726
nem,m,0.0136986301369863
nem,u,0.0136986301369863
ent,e,0.2058414464534075
ent,i,0.20445062586926288
ent,a,0.19193324061196104
ent,s,0.16689847009735742
ent,r,0.11543810848400556
ent,é,0.043115438108484005
ent,u,0.030598052851182195
ent,o,0.020862308762169678
ent,h,0.008344923504867872
ent, ,0.005563282336578581
ent,ê,0.0027816411682892906
ent,l,0.0013908205841446453
ent,è,0.0013908205841446453
ent,ô,0.0013908205841446453
bor,d,0.4310344827586207
bor,i,0.1724137931034483
bor,a,0.13793103448275862
bor,n,0.12068965517241378
bor,é,0.06896551724137931
bor,e,0.05172413793103448
bor,t,0.017241379310344827
dab,l,0.8333333333333333
dab,r,0.16666666666666669
rda,n,0.5
rda,i,0.2
rda,b,0.1
rda,m,0.1
rda,g,0.05
rda,u,0.05
ord,e,0.2380952380952381
ord,i,0.21428571428571427
ord,o,0.14285714285714288
ord,a,0.13095238095238096
ord,é,0.09523809523809523
ord,r,0.07142857142857144
ord,s,0.07142857142857144
ord,u,0.03571428571428572
dag,e,0.45454545454545453
dag,o,0.36363636363636365
dag,i,0.09090909090909091
dag,u,0.09090909090909091
rde,r,0.36507936507936506
rde,u,0.15873015873015872
rde,m,0.1111111111111111
rde,n,0.1111111111111111
rde,-,0.07936507936507936
rde,s,0.07936507936507936
rde,a,0.031746031746031744
